pinId,title,link,board,internalId,article,articleNumber,pinNumber,pinType,layout,mapped,impressions,pinClicks,outboundClicks,saves,outboundCtr,pinClickRate,saveRate
1138707087058303259,"Bored Cat? 15 Free Enrichment Ideas, No Shopping Needed",https://www.pawandsage.com/blog/diy-cat-enrichment,Cat Owner Hacks,,Indoor Cat Enrichment,,,Listicle (save magnet),,true,977,21,10,1,0.01023541453428864,0.021494370522006142,0.0010235414534288639
1138707087057025087,Why Your Cat Bites You Mid-Pet (And How to Stop It),https://www.pawandsage.com/blog/why-cat-bites-when-petted,Cat Behavior Explained,,Cat Bites During Petting,,,Problem hook,,true,339,6,2,2,0.0058997050147492625,0.017699115044247787,0.0058997050147492625
1138707087056320463,20 Indoor Cat Enrichment Ideas That Take 5 Minutes,https://www.pawandsage.com/blog/indoor-cat-enrichment-ideas,Cat Owner Hacks,,Indoor Cat Enrichment,,,Listicle (save magnet),,true,230,5,2,2,0.008695652173913044,0.021739130434782608,0.008695652173913044
1138707087057769741,The $30 Toy That Keeps a Bored Cat Busy While You Work,https://www.pawandsage.com/blog/signs-cat-is-bored,Best Cat Products,,Bored Cat Toys,,,Product/price,,true,189,6,3,0,0.015873015873015872,0.031746031746031744,0
1138707087058235607,When DIY Cat Toys Are Not Enough: The Upgrade Worth It,https://www.pawandsage.com/blog/diy-cat-enrichment,Best Cat Products,,DIY Cat Toys,,,Product/price,,true,154,0,0,0,0,0,0
1138707087056380321,Indoor Life Does Not Have to Be Boring for Your Cat,https://www.pawandsage.com/blog/indoor-cat-enrichment-ideas,Cat Behavior Explained,,Indoor Cat Enrichment,,,Emotional/relatable,,true,133,2,1,1,0.007518796992481203,0.015037593984962405,0.007518796992481203
1138707087058109379,How to Get a Bored Cat to Play Again,https://www.pawandsage.com/blog/cat-wont-play-with-toys,New Cat Parent,,Bored Cat Play,,,Problem hook,,true,92,2,2,0,0.021739130434782608,0.021739130434782608,0
1138707087058394467,Your Lazy Cat Might Be Telling You Something,https://www.pawandsage.com/blog/cat-bored-lonely-or-sick,Indoor Cat Life,,Lazy/Bored Cat,,,Emotional/relatable,,true,90,2,0,0,0,0.022222222222222223,0
1138707087057422925,The Bowl Was Never the Right Tool for Your Cat,https://www.pawandsage.com/blog/best-puzzle-feeders-cats,Indoor Cat Life,,Puzzle Feeders,,,Emotional/relatable,,true,66,1,0,0,0,0.015151515151515152,0
1138707087057210213,The $13 Toy That Stops Petting Bites Before They Start,https://www.pawandsage.com/blog/why-cat-bites-when-petted,Best Cat Products,,Cat Bites During Petting,,,Product/price,,true,66,0,0,0,0,0,0
1138707087057972711,Why Won't My Cat Play With Any Toys?,https://www.pawandsage.com/blog/cat-wont-play-with-toys,Cat Behavior Explained,,Cat Won't Play With Toys,,,Problem hook,,true,61,1,1,0,0.01639344262295082,0.01639344262295082,0
1138707087058443791,Bored vs Lonely vs Sick: A Cat Symptom Guide,https://www.pawandsage.com/blog/cat-bored-lonely-or-sick,New Cat Parent,,Bored vs Lonely vs Sick,,,Listicle (save magnet),,true,60,1,0,0,0,0.016666666666666666,0
1138707087058376559,3 Questions That Reveal Why Your Cat Is Acting Off,https://www.pawandsage.com/blog/cat-bored-lonely-or-sick,Cat Owner Hacks,,Cat Acting Off,,,Listicle (save magnet),,true,49,3,0,0,0,0.061224489795918366,0
1138707087056823911,The Post Is Too Short. That Is Why They Choose Your Couch.,https://www.pawandsage.com/blog/how-to-stop-cat-scratching-furniture,Cat Owner Hacks,,Furniture Scratching,,,Problem hook,,true,48,0,0,0,0,0,0
1138707087057705092,A Cat That Sleeps 20 Hours a Day Is Not Lazy. She Is Bored.,https://www.pawandsage.com/blog/signs-cat-is-bored,Indoor Cat Life,,Lazy/Bored Cat,,,Problem hook,,true,47,2,0,0,0,0.0425531914893617,0
1138707087058461658,See What Your Cat Really Does While You Are Gone,https://www.pawandsage.com/blog/cat-bored-lonely-or-sick,Best Cat Products,,Cat Home Alone,,,Emotional/relatable,,true,43,1,0,0,0,0.023255813953488372,0
1138707087058253547,5 DIY Foraging Games That Beat Store Bought Toys,https://www.pawandsage.com/blog/diy-cat-enrichment,Cat Behavior Explained,,DIY Foraging Games,,,Listicle (save magnet),,true,43,2,1,0,0.023255813953488372,0.046511627906976744,0
1138707087058021761,7 Reasons Your Cat Ignores Their Toys (and the Fix),https://www.pawandsage.com/blog/cat-wont-play-with-toys,Cat Owner Hacks,,Cat Ignores Toys,,,Listicle (save magnet),,true,43,3,1,0,0.023255813953488372,0.06976744186046512,0
1138707087056507864,New Kitten Checklist for the First Week,https://www.pawandsage.com/blog/new-kitten-checklist,Cat Owner Hacks,,New Kitten Checklist,,,Save this / checklist,,true,42,0,0,0,0,0,0
1138707087058323003,"Is Your Cat Bored, Lonely, or Sick? How to Tell",https://www.pawandsage.com/blog/cat-bored-lonely-or-sick,Cat Behavior Explained,,,,,,,false,36,1,0,0,0,0.027777777777777776,0
1138707087058040558,"If Catnip Does Nothing for Your Cat, Try Silvervine",https://www.pawandsage.com/blog/cat-wont-play-with-toys,Best Cat Products,,,,,,,false,34,2,0,0,0,0.058823529411764705,0
1138707087057275371,Your Cat Eats Too Fast Because She Is Hardwired to Hunt,https://www.pawandsage.com/blog/best-puzzle-feeders-cats,Cat Behavior Explained,,,,,,,false,34,1,1,0,0.029411764705882353,0.029411764705882353,0
1138707087058163190,15 DIY Cat Toys You Can Make From Stuff at Home,https://www.pawandsage.com/blog/diy-cat-enrichment,Indoor Cat Life,,,,,,,false,32,3,1,2,0.03125,0.09375,0.0625
1138707087057839708,7 Ways to Keep Your Cat Busy While You Are at Work,https://www.pawandsage.com/blog/how-to-keep-cat-busy-while-at-work,Indoor Cat Life,,,,,,,false,31,1,0,0,0,0.03225806451612903,0
1138707087057822241,Is Your Cat Bored While You're at Work?,https://www.pawandsage.com/blog/how-to-keep-cat-busy-while-at-work,Cat Behavior Explained,,,,,,,false,31,1,0,0,0,0.03225806451612903,0
1138707087056698400,The $40 Carrier Every New Kitten Owner Needs,https://www.pawandsage.com/blog/new-kitten-checklist,Best Cat Products,,,,,,,false,31,0,0,0,0,0,0
1138707087056443762,The $13 Toy Indoor Cats Actually Play With,https://www.pawandsage.com/blog/indoor-cat-enrichment-ideas,Best Cat Products,,,,,,,false,30,0,0,0,0,0,0
1138707087057908611,"Come Home to a Calm Cat, Not a Wrecked Room",https://www.pawandsage.com/blog/how-to-keep-cat-busy-while-at-work,Cat Owner Hacks,,,,,,,false,29,1,0,0,0,0.034482758620689655,0
1138707087057348123,"4 Puzzle Feeders That Stop the Bowl Vomit, Ranked by Difficulty",https://www.pawandsage.com/blog/best-puzzle-feeders-cats,Cat Owner Hacks,,,,,,,false,28,0,0,0,0,0,0
1138707087055932963,The Simple Fix for Intense Food Staring in Cats,https://www.pawandsage.com/blog/why-cat-stares-at-me,Best Cat Products,,,,,,,false,28,0,0,0,0,0,0
1138707087058634671,Is Your Indoor Cat Mentally Bored?,https://www.pawandsage.com/blog/mental-stimulation-for-cats/,Cat Behavior Explained,E1,Mental Stimulation for Cats,35,1,Problem hook,Full-Bleed,true,25,1,0,0,0,0.04,0
1138707087057890115,The Pet Camera That Lets You Treat Your Cat From Work,https://www.pawandsage.com/blog/how-to-keep-cat-busy-while-at-work,Best Cat Products,,,,,,,false,25,0,0,0,0,0,0
1138707087057627984,Does Your Cat Do Any of These? A Boredom Checklist,https://www.pawandsage.com/blog/signs-cat-is-bored,Cat Owner Hacks,,,,,,,false,24,0,0,0,0,0,0
1138707087057562076,Your Cat Is Not Being Aggressive. She Is Bored.,https://www.pawandsage.com/blog/signs-cat-is-bored,Cat Behavior Explained,,,,,,,false,24,0,0,0,0,0,0
1138707087056570357,New Kitten Checklist. What You Actually Need in Week One,https://www.pawandsage.com/blog/new-kitten-checklist,Cat Owner Hacks,,,,,,,false,23,0,0,0,0,0,0
1138707087056252913,Is Your Indoor Cat Bored? 20 Easy Enrichment Ideas,https://www.pawandsage.com/blog/indoor-cat-enrichment-ideas,Indoor Cat Life,,,,,,,false,23,1,0,0,0,0.043478260869565216,0
1138707087058648358,Why Does My Cat Destroy Everything?,https://www.pawandsage.com/blog/cat-destroying-everything/,Cat Behavior Explained,G1,Why Your Bored Cat Destroys Everything,37,1,Problem hook,Full-Bleed,true,20,2,1,0,0.05,0.1,0
1138707087058092768,You Bought the Toys. Your Cat Picked the Box.,https://www.pawandsage.com/blog/cat-wont-play-with-toys,Indoor Cat Life,,,,,,,false,20,0,0,0,0,0,0
1138707087057957293,"A Cat's Workday Routine, Hour by Hour",https://www.pawandsage.com/blog/how-to-keep-cat-busy-while-at-work,New Cat Parent,,,,,,,false,20,0,0,0,0,0,0
1138707087055780241,Cat Owner Hacks,https://www.pawandsage.com/blog/why-cat-wakes-you-3am,Cat Owner Hacks,,,,,,,false,20,0,0,0,0,0,0
1138707087055682816,Is Your Indoor Cat Bored? These 7 Toys Fix That,https://www.pawandsage.com/blog/best-interactive-cat-toys,Indoor Cat Life,,,,,,,false,20,5,4,2,0.2,0.25,0.1
1138707087058737204,Is My Only Cat Lonely Without a Friend?,https://www.pawandsage.com/blog/do-single-cats-get-lonely/,Cat Behavior Explained,J1,Do Single Cats Get Lonely?,40,1,Problem hook,Full-Bleed,true,19,2,0,0,0,0.10526315789473684,0
1138707087055865700,That Stare Is Not Random. What Your Cat Is Trying to Tell You,https://www.pawandsage.com/blog/why-cat-stares-at-me,Indoor Cat Life,,,,,,,false,18,0,0,0,0,0,0
1138707087058636403,Why Does My Cat Get Hyper at Night?,https://www.pawandsage.com/blog/how-to-tire-out-a-cat/,Cat Behavior Explained,F1,How to Tire Out a Hyper Cat,36,1,Problem hook,Full-Bleed,true,17,3,0,0,0,0.17647058823529413,0
1138707087056887488,3 Steps to Stop Furniture Scratching for Good,https://www.pawandsage.com/blog/how-to-stop-cat-scratching-furniture,Indoor Cat Life,,,,,,,false,17,0,0,1,0,0,0.058823529411764705
1138707087056763576,Why Cats Ignore Scratching Posts (And What Actually Works),https://www.pawandsage.com/blog/how-to-stop-cat-scratching-furniture,Cat Behavior Explained,,,,,,,false,17,1,0,0,0,0.058823529411764705,0
1138707087058180601,"Your Cat Wants the Cardboard Box (Here Is Why, Plus 15 Ideas)",https://www.pawandsage.com/blog/diy-cat-enrichment,New Cat Parent,,,,,,,false,16,0,0,0,0,0,0
1138707087058866896,The Toy Rotation System That Works,https://www.pawandsage.com/blog/do-cats-get-bored-of-their-toys/,Indoor Cat Life,H2,Do Cats Get Bored of Their Toys?,38,2,Listicle (save magnet),Editorial Split,true,15,0,0,0,0,0,0
1138707087056632559,You Need Less Than the Internet Says for a New Kitten,https://www.pawandsage.com/blog/new-kitten-checklist,Indoor Cat Life,,,,,,,false,15,0,0,0,0,0,0
1138707087055389446,Why Does My Cat Knock Things Off Tables? (5 Reasons),https://www.pawandsage.com/blog/why-cat-knocks-things-off-tables,Cat Behavior Explained,,,,,,,false,15,1,0,0,0,0.06666666666666667,0
1138707087057084647,5 Signs Your Cat Is About to Bite You (Read Them in Time),https://www.pawandsage.com/blog/why-cat-bites-when-petted,Cat Owner Hacks,,,,,,,false,12,0,0,0,0,0,0
1138707087055404307,5 Easy Ways to Stop Your Cat From Pushing Things Off Tables,https://www.pawandsage.com/blog/why-cat-knocks-things-off-tables,Cat Owner Hacks,,,,,,,false,12,0,0,0,0,0,0
1138707087058846992,How to Tire Out a Hyper Cat (Before Bed),https://www.pawandsage.com/blog/how-to-tire-out-a-cat/,Indoor Cat Life,F2,How to Tire Out a Hyper Cat,36,2,Listicle (save magnet),Editorial Split,true,11,0,0,0,0,0,0
1138707087057145499,She Was Purring. Then She Bit You. Here Is Why.,https://www.pawandsage.com/blog/why-cat-bites-when-petted,Indoor Cat Life,,,,,,,false,11,1,0,0,0,0.09090909090909091,0
1138707087056951830,The $50 Post That Makes Cats Stop Scratching the Couch,https://www.pawandsage.com/blog/how-to-stop-cat-scratching-furniture,Best Cat Products,,,,,,,false,11,0,0,0,0,0,0
1138707087055995132,Why Your Cat Wakes You Up at 3 AM,https://www.pawandsage.com/blog/why-cat-wakes-you-3am,Cat Behavior Explained,,,,,,,false,11,0,0,0,0,0,0
1138707087058918524,How to Set Up Cat TV for an Indoor Cat,https://www.pawandsage.com/blog/cat-window-perch/,Indoor Cat Life,I2,Cat TV / Window Perch,39,2,Listicle (save magnet),Editorial Split,true,10,0,0,0,0,0,0
1138707087055559384,The $8 Toy That Stopped My Cat From Destroying Everything,https://www.pawandsage.com/blog/why-cat-knocks-things-off-tables,Best Cat Products,,,,,,,false,9,0,0,0,0,0,0
1138707087058716947,The Cheapest Cure for a Bored Indoor Cat,https://www.pawandsage.com/blog/cat-window-perch/,Cat Behavior Explained,I1,Cat TV / Window Perch,39,1,Problem hook,Full-Bleed,true,8,1,0,0,0,0.125,0
1138707087058704853,Does Your Cat Get Bored of Their Toys?,https://www.pawandsage.com/blog/do-cats-get-bored-of-their-toys/,Cat Behavior Explained,H1,Do Cats Get Bored of Their Toys?,38,1,Problem hook,Full-Bleed,true,8,1,0,0,0,0.125,0
1138707087056059749,3 Reasons Your Cat Wakes You at 3 AM,https://www.pawandsage.com/blog/why-cat-wakes-you-3am,Cat Owner Hacks,,,,,,,false,8,0,0,0,0,0,0
1138707087056120359,You Do Not Need to Lock Your Cat Out to Sleep Through the Night,https://www.pawandsage.com/blog/why-cat-wakes-you-3am,Indoor Cat Life,,,,,,,false,7,0,0,0,0,0,0
1138707087056184385,The $8 Bedtime Trick for Cats Who Wake You Up,https://www.pawandsage.com/blog/why-cat-wakes-you-3am,Best Cat Products,,,,,,,false,6,0,0,0,0,0,0
1138707087059516107,The Recovery Checklist for a Low or Depressed Cat,https://www.pawandsage.com/blog/indoor-cat-depression/,New Cat Parent Guide,K5,Indoor Cat Depression,41,5,Save this / checklist,Editorial Split,true,5,2,0,0,0,0.4,0
1138707087059516063,The Recovery Checklist for a Low or Depressed Cat,https://www.pawandsage.com/blog/indoor-cat-depression/,New Cat Parent Guide,K5,Indoor Cat Depression,41,5,Save this / checklist,Editorial Split,true,5,2,0,0,0,0.4,0
1138707087058996415,The Puzzle Feeder That Actually Makes Cats Think,https://www.pawandsage.com/blog/mental-stimulation-for-cats/,Best Cat Products,E3,Mental Stimulation for Cats,35,3,Product/price,Editorial Split,true,5,0,0,0,0,0,0
1138707087058855914,What Your Destructive Cat Is Really Telling You,https://www.pawandsage.com/blog/cat-destroying-everything/,Indoor Cat Life,G2,Why Your Bored Cat Destroys Everything,37,2,Listicle (save magnet),Editorial Split,true,5,0,0,0,0,0,0
1138707087058799036,Can Indoor Cats Get Depressed?,https://www.pawandsage.com/blog/indoor-cat-depression/,Cat Behavior Explained,K1,Indoor Cat Depression,41,1,Problem hook,Full-Bleed,true,5,0,0,0,0,0,0
1138707087055744951,The #1 Cat Toy Vets Recommend for Indoor Cats,https://www.pawandsage.com/blog/best-interactive-cat-toys,Playful Cats,,,,,,,false,5,0,0,0,0,0,0
1138707087055622201,The Best Cat Toys Under $20 That Actually Last,https://www.pawandsage.com/blog/best-interactive-cat-toys,Best Cat Products,,,,,,,false,5,0,0,0,0,0,0
1138707087055440098,7 Best Interactive Toys for Indoor Cats (Actually Worth It),https://www.pawandsage.com/blog/best-interactive-cat-toys,Best Cat Products,,,,,,,false,5,0,0,1,0,0,0.2
1138707087059444276,Destructive Cat? The Fix Checklist,https://www.pawandsage.com/blog/cat-destroying-everything/,New Cat Parent Guide,G5,Why Your Bored Cat Destroys Everything,37,5,Save this / checklist,Editorial Split,true,4,1,0,0,0,0.25,0
1138707087059299914,Give Your Indoor Cat a Window to the World,https://www.pawandsage.com/blog/cat-window-perch/,Cat Owner Hacks,I4,Cat TV / Window Perch,39,4,Emotional/relatable,Full-Bleed,true,4,1,0,0,0,0.25,0
1138707087059299761,"Does Your Cat Need a Friend, or Just More to Do?",https://www.pawandsage.com/blog/do-single-cats-get-lonely/,Cat Owner Hacks,J4,Do Single Cats Get Lonely?,40,4,Emotional/relatable,Full-Bleed,true,4,1,0,0,0,0.25,0
1138707087059299754,"A Basket Full of Toys, and Your Cat Is Still Bored",https://www.pawandsage.com/blog/do-cats-get-bored-of-their-toys/,Cat Owner Hacks,H4,Do Cats Get Bored of Their Toys?,38,4,Emotional/relatable,Full-Bleed,true,4,0,0,0,0,0,0
1138707087059219869,"Come Home to a Calm Cat, Not a Crime Scene",https://www.pawandsage.com/blog/cat-destroying-everything/,Cat Owner Hacks,G4,Why Your Bored Cat Destroys Everything,37,4,Emotional/relatable,Full-Bleed,true,4,0,0,0,0,0,0
1138707087059219704,"You Tired Their Body, But Not Their Brain",https://www.pawandsage.com/blog/mental-stimulation-for-cats/,Cat Owner Hacks,E4,Mental Stimulation for Cats,35,4,Emotional/relatable,Full-Bleed,true,4,0,0,0,0,0,0
1138707087059072429,The Scratching Post That Saves Your Furniture,https://www.pawandsage.com/blog/cat-destroying-everything/,Best Cat Products,G3,Why Your Bored Cat Destroys Everything,37,3,Product/price,Editorial Split,true,4,0,0,0,0,0,0
1138707087058927366,Is Your Cat Lonely or Just Bored? How to Tell,https://www.pawandsage.com/blog/do-single-cats-get-lonely/,Indoor Cat Life,J2,Do Single Cats Get Lonely?,40,2,Listicle (save magnet),Editorial Split,true,4,0,0,0,0,0,0
1138707087055805160,Why Is My Cat Staring at Me? 7 Real Reasons,https://www.pawandsage.com/blog/why-cat-stares-at-me,Cat Behavior Explained,,,,,,,false,4,0,0,0,0,0,0
1138707087055791125,Best Cat Products,https://www.pawandsage.com/blog/best-interactive-cat-toys,Best Cat Products,,,,,,,false,4,0,0,0,0,0,0
1138707087055784266,Indoor Cat Life,https://www.pawandsage.com/blog/indoor-cat-enrichment-ideas,Indoor Cat Life,,,,,,,false,4,0,0,0,0,0,0
1138707087059516151,"Before You Get a Second Cat, Read This Checklist",https://www.pawandsage.com/blog/do-single-cats-get-lonely/,New Cat Parent Guide,J5,Do Single Cats Get Lonely?,40,5,Save this / checklist,Editorial Split,true,3,1,0,0,0,0.3333333333333333,0
1138707087059516071,Build Your Cat a Front Row Seat to the Outside,https://www.pawandsage.com/blog/cat-window-perch/,New Cat Parent Guide,I5,Cat TV / Window Perch,39,5,Save this / tip,Editorial Split,true,3,1,0,0,0,0.3333333333333333,0
