Analytics overview
2026-04-29 - 2026-05-29
Content types,Organic
Devices,All
Source,All
Publish Types,
Age,All
Gender,All
Claimed accounts,All Pins
Format,All
Curated content,Not included

Date,Engagement rate
2026-04-29,0.05434782608695652
2026-04-30,0.0
2026-05-01,0.0
2026-05-02,0.0
2026-05-03,0.09090909090909091
2026-05-04,0.07894736842105263
2026-05-05,0.0
2026-05-06,0.08
2026-05-07,0.0625
2026-05-08,0.029411764705882353
2026-05-09,0.0
2026-05-10,0.1282051282051282
2026-05-11,0.1111111111111111
2026-05-12,0.15625
2026-05-13,0.1875
2026-05-14,0.0
2026-05-15,0.05
2026-05-16,0.038461538461538464
2026-05-17,0.08163265306122448
2026-05-18,0.03333333333333333
2026-05-19,0.0
2026-05-20,0.11267605633802817
2026-05-21,0.022727272727272728
2026-05-22,0.08163265306122448
2026-05-23,0.10526315789473684
2026-05-24,0.0967741935483871
2026-05-25,0.0136986301369863
2026-05-26,0.09615384615384616
2026-05-27,
2026-05-28,
2026-05-29,

Top Boards 2026-04-29 - 2026-05-29
Pinterest Link,Impressions,Engagement,Pin clicks,Outbound clicks,Saves
https://www.pinterest.com/pawandsage/cat-owner-hacks/,346,22,18,5,3
https://www.pinterest.com/pawandsage/indoor-cat-life/,306,26,16,8,3
https://www.pinterest.com/pawandsage/best-cat-products/,243,7,6,5,0
https://www.pinterest.com/pawandsage/cat-behavior-explained/,211,14,11,3,1
https://www.pinterest.com/pawandsage/playful-cats/,21,2,2,1,0
https://www.pinterest.com/pawandsage/new-cat-parent/,21,0,0,0,0
Top boards table is restricted to data from the last 6 months.

Top Pins 2026-04-29 - 2026-05-29
Pinterest Link,Content Type,Source,Canonical,Outbound clicks
https://www.pinterest.com/pin/1138707087055682816/,Organic,From you,Yes,4
https://www.pinterest.com/pin/1138707087055559384/,Organic,From you,Yes,3
https://www.pinterest.com/pin/1138707087055780241/,Organic,From you,Yes,2
https://www.pinterest.com/pin/1138707087055932963/,Organic,From you,Yes,2
https://www.pinterest.com/pin/1138707087056320463/,Organic,From you,Yes,2
https://www.pinterest.com/pin/1138707087056252913/,Organic,From you,Yes,1
https://www.pinterest.com/pin/1138707087055404307/,Organic,From you,Yes,1
https://www.pinterest.com/pin/1138707087056120359/,Organic,From you,Yes,1
https://www.pinterest.com/pin/1138707087055744951/,Organic,From you,Yes,1
https://www.pinterest.com/pin/1138707087055784266/,Organic,From you,Yes,1
https://www.pinterest.com/pin/1138707087055776907/,Organic,From you,Yes,1
https://www.pinterest.com/pin/1138707087056380321/,Organic,From you,Yes,1
https://www.pinterest.com/pin/1138707087055805160/,Organic,From you,Yes,1
https://www.pinterest.com/pin/1138707087055865700/,Organic,From you,Yes,1
Top pins table is restricted to data from the last 6 months.

